id_student,code_module,code_presentation,sum_click,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
62155,AAA,2013J,3388,F,North Western Region,HE Qualification,50-60%,0-35,0,60,N,Pass
62278,CCC,2014B,1037,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,40,N,Fail
62487,AAA,2014J,683,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
62631,BBB,2013B,525,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
62975,GGG,2013J,274,M,South Region,Lower Than A Level,?,35-55,0,30,N,Fail
63015,DDD,2014J,694,F,East Anglian Region,Lower Than A Level,70-80%,35-55,1,60,N,Fail
63044,BBB,2013J,231,F,London Region,Lower Than A Level,20-30%,0-35,1,120,N,Fail
63112,EEE,2013J,3018,M,South East Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass
63112,FFF,2014J,501,M,South East Region,Lower Than A Level,80-90%,35-55,0,60,N,Withdrawn
63165,AAA,2014J,912,M,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
63295,FFF,2013J,1210,M,South Region,HE Qualification,90-100%,35-55,0,150,N,Pass
63371,CCC,2014J,3344,M,Ireland,Lower Than A Level,?,0-35,0,30,N,Pass
63400,AAA,2013J,2737,M,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,Pass
63467,BBB,2014J,712,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass
63566,DDD,2013J,1232,M,South East Region,HE Qualification,70-80%,55<=,0,120,N,Fail
63721,BBB,2014B,771,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,Y,Distinction
63827,DDD,2014J,108,M,South West Region,Lower Than A Level,40-50%,0-35,1,60,N,Withdrawn
63856,DDD,2013J,965,M,Scotland,A Level or Equivalent,60-70%,35-55,1,60,N,Pass
63949,GGG,2014J,432,F,Ireland,Lower Than A Level,30-40%,0-35,0,30,N,Pass
63958,FFF,2014B,110,M,South Region,Lower Than A Level,10-20,0-35,0,60,N,Fail
64275,BBB,2014B,199,F,West Midlands Region,Lower Than A Level,0-10%,0-35,2,60,Y,Pass
64296,CCC,2014B,633,M,Scotland,HE Qualification,20-30%,0-35,0,60,N,Fail
64296,EEE,2014B,606,M,Scotland,HE Qualification,20-30%,0-35,0,60,N,Fail
64388,FFF,2013J,4596,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail
64427,FFF,2014J,5640,M,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction
64450,DDD,2014B,3327,M,West Midlands Region,Lower Than A Level,30-40%,0-35,1,120,N,Pass
64767,DDD,2014B,206,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn
64901,GGG,2014B,827,M,London Region,Lower Than A Level,10-20,35-55,0,30,N,Pass
65002,AAA,2013J,171,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
65002,AAA,2014J,5,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,N,Fail
65656,FFF,2013B,1776,M,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,150,N,Pass
66047,DDD,2013J,52,F,North Western Region,HE Qualification,0-10%,0-35,4,90,Y,Withdrawn
66254,CCC,2014B,2149,F,Ireland,A Level or Equivalent,?,0-35,0,30,N,Fail
66451,FFF,2013J,1161,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
66577,DDD,2013J,143,F,North Western Region,HE Qualification,10-20,0-35,1,60,N,Fail
66579,DDD,2013B,681,M,South Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail
66713,EEE,2013J,1850,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
66892,FFF,2014J,329,M,London Region,A Level or Equivalent,20-30%,0-35,1,60,N,Withdrawn
67182,GGG,2013J,354,F,South Region,A Level or Equivalent,80-90%,35-55,0,30,N,Pass
67471,DDD,2013J,1113,F,London Region,Lower Than A Level,20-30%,0-35,2,60,N,Pass
67505,DDD,2013J,1246,F,North Region,A Level or Equivalent,?,35-55,1,60,N,Fail
67539,EEE,2014J,1438,M,Ireland,Lower Than A Level,10-20,0-35,0,60,N,Pass
67602,DDD,2013B,797,M,Ireland,Lower Than A Level,30-40%,0-35,1,60,N,Pass
67685,CCC,2014J,10,M,South Region,A Level or Equivalent,10-20,0-35,0,180,N,Withdrawn
67685,EEE,2014J,2304,M,South Region,A Level or Equivalent,10-20,0-35,0,180,N,Pass
67781,DDD,2014B,1771,F,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction
67785,DDD,2013B,1351,F,London Region,Lower Than A Level,20-30%,0-35,0,120,Y,Pass
67986,FFF,2014B,660,F,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
68011,DDD,2013J,360,M,London Region,A Level or Equivalent,90-100%,0-35,0,180,N,Withdrawn
68107,FFF,2013J,4255,F,London Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Pass
68208,FFF,2013B,7467,M,Scotland,HE Qualification,70-80%,35-55,2,270,N,Fail
68376,DDD,2013J,1085,M,Yorkshire Region,HE Qualification,90-100%,0-35,0,60,N,Pass
68417,DDD,2014J,1270,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Pass
68556,BBB,2013J,98,F,South East Region,HE Qualification,70-80%,0-35,0,60,N,Fail
69346,FFF,2013J,1458,M,London Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn
69439,FFF,2014J,293,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,90,N,Withdrawn
69489,DDD,2013J,106,M,South West Region,Lower Than A Level,80-90%,0-35,1,150,N,Withdrawn
69489,DDD,2014B,109,M,South West Region,Lower Than A Level,80-90%,0-35,2,150,N,Fail
69491,DDD,2013B,373,F,East Anglian Region,Lower Than A Level,80-90%,0-35,4,60,N,Pass
69494,CCC,2014B,601,F,Yorkshire Region,No Formal quals,20-30%,0-35,0,80,N,Withdrawn
69494,CCC,2014J,1448,F,Yorkshire Region,No Formal quals,20-30%,0-35,1,150,N,Withdrawn
69703,CCC,2014B,695,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass
70011,AAA,2014J,6396,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass
70214,CCC,2014J,369,M,Wales,Lower Than A Level,70-80%,0-35,0,90,N,Withdrawn
70214,EEE,2013J,3140,M,Wales,Lower Than A Level,70-80%,0-35,0,120,N,Pass
70381,CCC,2014B,755,M,Scotland,HE Qualification,30-40%,35-55,0,30,N,Pass
70464,AAA,2013J,1053,F,West Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
70495,CCC,2014J,1979,M,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Pass
70495,FFF,2013J,5273,M,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Distinction
70537,EEE,2014B,2434,M,London Region,Lower Than A Level,10-20,35-55,0,120,N,Pass
70569,BBB,2014J,947,F,Wales,Lower Than A Level,0-10%,0-35,3,60,N,Pass
70608,BBB,2013B,270,F,South East Region,HE Qualification,70-80%,35-55,0,240,N,Distinction
70750,BBB,2014J,103,F,London Region,Lower Than A Level,50-60%,0-35,1,120,N,Withdrawn
70771,CCC,2014B,181,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Withdrawn
70827,EEE,2014J,269,M,East Midlands Region,HE Qualification,30-40%,0-35,0,210,N,Withdrawn
71159,FFF,2014J,5236,M,North Region,Lower Than A Level,?,35-55,0,60,N,Pass
71209,DDD,2013J,483,M,South East Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass
71252,FFF,2013J,1194,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,Y,Pass
71361,AAA,2013J,2327,M,Ireland,HE Qualification,?,35-55,0,60,N,Pass
71433,BBB,2013B,60,F,North Western Region,A Level or Equivalent,50-60%,0-35,1,150,N,Fail
71504,BBB,2014J,1049,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,120,N,Pass
71578,FFF,2013B,1572,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
71676,DDD,2014J,1077,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
71723,CCC,2014J,486,M,North Western Region,A Level or Equivalent,10-20,0-35,0,30,N,Fail
71723,DDD,2014B,251,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail
71897,FFF,2013J,261,M,South East Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn
72114,FFF,2014B,4300,M,North Region,A Level or Equivalent,40-50%,0-35,1,120,Y,Pass
72349,BBB,2014J,134,F,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
72400,BBB,2014B,420,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,120,Y,Distinction
72609,CCC,2014J,6378,F,Wales,Lower Than A Level,50-60%,35-55,0,120,N,Fail
72693,FFF,2013B,2269,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,140,Y,Pass
72864,FFF,2013J,1423,F,Yorkshire Region,Lower Than A Level,10-20,35-55,2,60,N,Pass
73019,DDD,2014J,540,M,Scotland,HE Qualification,50-60%,0-35,0,60,N,Fail
73489,BBB,2013J,1845,F,South Region,HE Qualification,80-90%,0-35,0,120,N,Pass
73584,BBB,2014J,243,F,South West Region,Lower Than A Level,30-40%,0-35,1,60,N,Withdrawn
73664,CCC,2014J,38,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn
73664,DDD,2014J,103,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Fail
73874,BBB,2014J,931,F,Wales,Lower Than A Level,90-100%,35-55,2,60,N,Withdrawn
74113,FFF,2013B,583,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,60,N,Fail
74165,FFF,2014J,1897,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
74290,CCC,2014B,224,M,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
74290,CCC,2014J,47,M,Scotland,Lower Than A Level,10-20,0-35,1,30,N,Withdrawn
74372,AAA,2013J,116,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,150,N,Fail
74502,DDD,2013J,3630,F,Wales,Lower Than A Level,60-70%,0-35,0,120,N,Pass
74521,FFF,2014B,1297,M,North Region,HE Qualification,0-10%,35-55,0,120,N,Pass
74524,FFF,2014B,96,F,East Midlands Region,Lower Than A Level,70-80%,35-55,0,120,Y,Fail
74585,BBB,2013J,7811,F,Wales,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction
74695,BBB,2013B,3679,F,North Region,Lower Than A Level,40-50%,0-35,0,90,N,Distinction
74734,BBB,2013B,208,F,North Western Region,Lower Than A Level,0-10%,0-35,0,180,N,Pass
75091,AAA,2013J,2992,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
75107,FFF,2014J,5914,M,North Region,Lower Than A Level,?,35-55,0,60,N,Distinction
75255,AAA,2014J,950,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass
75309,DDD,2014B,1,F,East Midlands Region,A Level or Equivalent,50-60%,35-55,0,120,N,Withdrawn
75399,BBB,2013B,489,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass
75427,DDD,2014J,1073,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail
75454,CCC,2014B,4465,M,South West Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass
75728,CCC,2014B,1868,F,South West Region,HE Qualification,30-40%,35-55,0,30,N,Fail
76081,DDD,2014B,1048,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,150,Y,Withdrawn
76081,DDD,2014J,680,F,East Midlands Region,Lower Than A Level,60-70%,0-35,1,150,Y,Pass
76536,DDD,2013B,18,F,West Midlands Region,Lower Than A Level,60-70%,0-35,1,120,N,Fail
76579,EEE,2013J,771,F,Yorkshire Region,HE Qualification,10-20,0-35,0,60,N,Withdrawn
76579,EEE,2014J,1458,F,Yorkshire Region,HE Qualification,10-20,0-35,1,120,N,Pass
76949,CCC,2014J,1482,M,London Region,HE Qualification,50-60%,35-55,0,30,N,Pass
77241,DDD,2013J,224,M,West Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn
77367,AAA,2013J,680,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
77692,FFF,2014J,2568,M,Wales,HE Qualification,50-60%,35-55,0,60,N,Pass
77744,FFF,2013J,2273,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
77746,FFF,2013J,110,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
77763,DDD,2013B,1354,M,East Anglian Region,HE Qualification,20-30%,35-55,0,150,N,Pass
77845,FFF,2014B,472,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail
77995,FFF,2014J,897,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
77998,FFF,2013B,511,M,Ireland,Lower Than A Level,?,35-55,1,180,N,Withdrawn
77998,FFF,2014B,794,M,Ireland,Lower Than A Level,?,35-55,2,90,N,Pass
78170,DDD,2013J,2669,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail
78255,BBB,2013J,191,F,North Region,Lower Than A Level,0-10%,0-35,1,120,N,Withdrawn
78255,BBB,2014B,130,F,North Region,Lower Than A Level,0-10%,0-35,2,120,N,Fail
78645,BBB,2013B,426,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail
79261,FFF,2013J,2073,M,South Region,A Level or Equivalent,90-100%,0-35,0,90,N,Pass
79403,AAA,2014J,1782,M,South Region,Lower Than A Level,80-90%,35-55,0,60,N,Withdrawn
79461,CCC,2014B,810,M,Scotland,A Level or Equivalent,70-80%,0-35,0,90,N,Withdrawn
79610,FFF,2014J,2482,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
79683,FFF,2014B,431,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,Y,Withdrawn
80329,CCC,2014B,172,M,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn
80329,CCC,2014J,3347,M,South Region,Lower Than A Level,80-90%,0-35,1,90,N,Pass
80329,DDD,2013J,453,M,South Region,Lower Than A Level,80-90%,0-35,1,120,N,Withdrawn
80329,DDD,2014J,636,M,South Region,Lower Than A Level,80-90%,0-35,2,90,N,Pass
80358,EEE,2014J,1502,M,Scotland,Lower Than A Level,60-70%,0-35,0,120,N,Pass
80438,FFF,2014J,5083,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
80448,GGG,2013J,350,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,30,N,Withdrawn
80491,CCC,2014J,330,M,Scotland,Lower Than A Level,10-20,35-55,0,115,N,Withdrawn
80717,BBB,2013J,3699,F,South West Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction
80745,FFF,2013B,1015,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,60,Y,Pass
80775,DDD,2014J,698,M,Wales,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
80868,CCC,2014J,24139,M,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
80868,DDD,2013J,4476,M,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
80886,FFF,2013B,589,M,North Western Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn
81216,FFF,2014B,13,M,South Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
81351,DDD,2013B,817,M,Scotland,HE Qualification,90-100%,35-55,1,60,Y,Fail
81536,FFF,2013J,474,M,Scotland,Lower Than A Level,80-90%,35-55,1,60,N,Fail
81754,GGG,2014B,310,F,North Western Region,A Level or Equivalent,10-20,0-35,1,60,N,Withdrawn
82088,DDD,2013J,1100,F,East Midlands Region,HE Qualification,70-80%,35-55,2,60,N,Fail
82201,FFF,2014B,589,F,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
82201,FFF,2014J,2,F,London Region,Lower Than A Level,50-60%,0-35,1,60,N,Fail
82341,GGG,2013J,508,F,South East Region,Lower Than A Level,90-100%,0-35,0,30,Y,Distinction
82535,BBB,2013B,352,F,Wales,Lower Than A Level,20-30%,0-35,0,180,N,Pass
82556,FFF,2013B,1538,M,Ireland,Lower Than A Level,70-80%,0-35,0,60,N,Fail
82575,CCC,2014B,658,M,West Midlands Region,HE Qualification,80-90%,0-35,0,30,N,Distinction
82741,BBB,2013B,879,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
82817,FFF,2013B,1370,F,London Region,HE Qualification,20-30%,35-55,1,60,N,Pass
83219,CCC,2014B,1055,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
83219,EEE,2014B,2340,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
83254,BBB,2013B,954,F,London Region,HE Qualification,10-20,35-55,0,60,N,Pass
83453,CCC,2014B,382,M,West Midlands Region,HE Qualification,40-50%,35-55,0,30,N,Withdrawn
83553,DDD,2014J,393,M,West Midlands Region,Lower Than A Level,30-40%,0-35,1,60,N,Fail
83603,FFF,2014B,2935,M,London Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
84051,FFF,2013B,210,M,Wales,A Level or Equivalent,60-70%,0-35,0,120,N,Fail
84245,BBB,2013B,657,M,Wales,A Level or Equivalent,50-60%,0-35,0,120,N,Distinction
84299,CCC,2014B,759,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
84299,FFF,2014B,1227,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
84541,BBB,2014J,179,F,North Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail
84576,DDD,2014B,2126,M,Wales,HE Qualification,30-40%,35-55,0,150,N,Distinction
84604,FFF,2014J,7698,F,North Region,A Level or Equivalent,60-70%,35-55,0,90,N,Distinction
84605,DDD,2013J,806,M,North Region,A Level or Equivalent,?,35-55,0,120,N,Withdrawn
84605,DDD,2014B,388,M,North Region,A Level or Equivalent,?,35-55,1,120,N,Pass
84664,BBB,2013B,495,F,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
84812,BBB,2013J,474,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass
85092,AAA,2014J,665,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
85144,AAA,2014J,656,M,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
85241,FFF,2014J,204,M,South West Region,Lower Than A Level,50-60%,0-35,0,120,Y,Withdrawn
85302,AAA,2014J,2280,M,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass
85304,DDD,2014B,23,F,London Region,HE Qualification,20-30%,0-35,0,60,N,Withdrawn
85325,DDD,2013J,81,F,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn
85874,FFF,2014B,1853,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,Withdrawn
86047,CCC,2014B,175,F,Wales,HE Qualification,20-30%,0-35,0,30,N,Withdrawn
86047,DDD,2013B,890,F,Wales,HE Qualification,20-30%,0-35,0,60,N,Pass
86291,BBB,2013B,69,F,Wales,HE Qualification,50-60%,35-55,0,60,N,Withdrawn
86291,BBB,2013J,128,F,Wales,HE Qualification,50-60%,35-55,1,60,N,Fail
86538,FFF,2013B,1569,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,Y,Withdrawn
86669,FFF,2013J,2284,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,220,N,Pass
87107,DDD,2013B,861,F,South West Region,HE Qualification,70-80%,0-35,0,60,N,Pass
87152,FFF,2013B,2253,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,Y,Pass
87264,FFF,2014J,8480,M,South East Region,Lower Than A Level,30-40%,0-35,0,60,N,Distinction
87322,FFF,2014J,1791,M,Wales,Lower Than A Level,50-60%,0-35,0,120,Y,Pass
87431,AAA,2014J,802,M,South East Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn
87732,BBB,2013B,1018,M,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,75,N,Pass
87929,GGG,2013J,568,F,London Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass
88340,BBB,2014B,187,F,Wales,Lower Than A Level,30-40%,0-35,0,60,Y,Withdrawn
88439,DDD,2014J,809,F,East Anglian Region,HE Qualification,30-40%,0-35,0,60,N,Pass
88490,DDD,2014B,953,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,Distinction
88568,EEE,2013J,3582,M,North Western Region,HE Qualification,70-80%,35-55,0,30,N,Pass
88758,CCC,2014J,51,M,North Region,Post Graduate Qualification,?,35-55,1,150,N,Withdrawn
88781,FFF,2013J,888,M,South East Region,A Level or Equivalent,60-70%,0-35,1,60,N,Fail
88910,DDD,2014B,576,F,North Western Region,Lower Than A Level,10-20,0-35,1,180,N,Pass
89051,DDD,2013B,1163,M,North Western Region,A Level or Equivalent,30-40%,35-55,0,120,Y,Pass
89092,BBB,2014B,183,F,Wales,Lower Than A Level,50-60%,0-35,2,60,N,Pass
89188,DDD,2013J,1760,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Pass
89545,EEE,2014J,595,M,South Region,HE Qualification,90-100%,0-35,0,30,N,Pass
89727,DDD,2013J,406,F,Wales,A Level or Equivalent,40-50%,0-35,0,70,N,Fail
89778,BBB,2014B,141,M,South East Region,A Level or Equivalent,70-80%,0-35,1,120,N,Distinction
89850,BBB,2014J,1227,F,South Region,HE Qualification,90-100%,0-35,0,120,N,Distinction
89895,FFF,2013B,5614,M,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
89904,DDD,2014B,609,M,Wales,Lower Than A Level,30-40%,35-55,0,60,N,Pass
90243,BBB,2013J,1084,F,Wales,HE Qualification,70-80%,35-55,0,60,N,Pass
90361,BBB,2014B,183,F,Wales,HE Qualification,20-30%,35-55,0,60,N,Pass
90537,DDD,2014B,810,F,Scotland,A Level or Equivalent,90-100%,0-35,0,60,Y,Pass
90651,FFF,2014J,195,M,South Region,A Level or Equivalent,90-100%,35-55,0,120,N,Withdrawn
90836,DDD,2013B,205,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,180,Y,Fail
90901,FFF,2013J,2315,M,South Region,HE Qualification,20-30%,35-55,0,120,N,Distinction
90979,DDD,2013J,168,F,East Anglian Region,HE Qualification,80-90%,35-55,0,120,N,Fail
91040,CCC,2014J,446,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn
91164,FFF,2013B,21,M,London Region,HE Qualification,0-10%,35-55,0,60,Y,Fail
91265,AAA,2013J,1494,M,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Pass
91322,BBB,2013B,1616,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
91354,DDD,2013J,103,M,Ireland,A Level or Equivalent,90-100%,0-35,1,60,Y,Withdrawn
91470,DDD,2014J,1521,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
91629,FFF,2013J,1657,M,Wales,A Level or Equivalent,20-30%,0-35,2,60,Y,Fail
91801,FFF,2014J,1354,M,Yorkshire Region,Lower Than A Level,50-60%,35-55,1,60,N,Withdrawn
92103,GGG,2014J,114,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,30,N,Withdrawn
92274,BBB,2013B,447,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
92312,DDD,2013J,39,M,Wales,Lower Than A Level,50-60%,0-35,3,60,N,Fail
92341,BBB,2014B,957,F,North Western Region,Lower Than A Level,40-50%,0-35,2,60,N,Fail
92391,DDD,2013J,229,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,1,60,N,Fail
92775,DDD,2013B,10981,F,North Region,Lower Than A Level,0-10%,0-35,1,60,Y,Fail
92832,BBB,2013B,1067,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
92947,BBB,2013B,1350,F,Wales,HE Qualification,10-20,35-55,0,120,N,Distinction
92993,BBB,2013B,974,F,East Anglian Region,Lower Than A Level,10-20,0-35,3,135,N,Pass
94484,CCC,2014B,2275,M,West Midlands Region,Lower Than A Level,20-30%,35-55,0,120,Y,Pass
94616,BBB,2013B,199,F,South Region,Lower Than A Level,80-90%,0-35,1,60,N,Fail
94749,FFF,2014J,1845,M,Wales,Lower Than A Level,90-100%,0-35,0,60,N,Fail
94923,DDD,2013B,444,F,Scotland,Lower Than A Level,30-40%,0-35,2,90,N,Fail
94961,AAA,2013J,339,M,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn
94961,AAA,2014J,901,M,South Region,Lower Than A Level,70-80%,35-55,1,60,N,Pass
94964,DDD,2013B,199,F,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail
